id,ad,porsiyon_adi,gram,kalori,protein,karb,yag
vegetable-with-lemon-flavor-instant-noodles,Vegetable with lemon flavor instant noodles تركيا,100 g,100,450,11,62,17
bitter-cikolata-kapli-hindistan-cevizli-leblebi-,Bitter Çikolata Kaplı Hindistan Cevizli Leblebi Miskets Chic,100 g,100,426,11.8,48.3,21.2
fruchteriegel-banane-kirsch-babydream,Früchteriegel Banane-Kirsch Babydream,100 g,100,360,5.1,65,2
pretties,Pretties,100 g,100,420,6.9,80.4,7.7
veloute-de-legumes-anciens-picard,Velouté de légumes anciens Picard,100 g,100,43,0.5,3.9,2.5
mexicano-doritos,Mexicano Doritos,100 g,100,500,6.7,58,26
tomato-soup-yayla,Tomato Soup Yayla,100 g,100,39,0.7,4.4,2.1
chocolat-noir-extra-pur-beurre-de-cacao-poulain,Chocolat noir extra pur beurre de cacao Poulain,100 g,100,508,5,55,28
ntakos-tsanos-ntakos,Ntakos Tsanos ntakos,100 g,100,368,12.6,68.9,2.1
ozmo-cool,Ozmo cool,100 g,100,453,6.7,43.3,27
cizivic-zeytinyagli-ve-kekikli,Çiziviç zeytinyağlı ve kekikli,100 g,100,505,7.9,54,28
tam-bugday-ekmegi,Tam buğday ekmeği,100 g,100,224,11.8,39.2,0.4
bahcivan-rende-mozarella-peyniri,Bahçıvan Rende Mozarella Peyniri,100 g,100,316,23,2,24
cream-of-rice-protein-ocean,Cream of rice Protein ocean,100 g,100,174,0.8,37.9,0.4
off-8695504168763,Вафла Нз,100 g,100,500,6.5,63,23
antep-fistikli-tahin-helvasi,Antep fıstıklı tahin helvası,100 g,100,550,14.1,38.8,36.4
lifalif-granola,Lifalif granola,100 g,100,429,9.1,58,16
cokomel-cilekli,Çokomel çilekli,100 g,100,427,4.2,69,15
mas-fasulyesi-yayla,Maş fasulyesi Yayla,100 g,100,183,9.6,25,1.2
dardanel,Dardanel,100 g,100,262,10.7,18.3,15
butter,Butter,100 g,100,741,0.3,0.4,82
sari-leblebi,Sarı leblebi,100 g,100,380,23.7,45.7,7
tatlandirici-yuksek-proteinli-kahveli-spor-gidas,Tatlandırıcı yüksek proteinli kahveli spor gıdası,100 g,100,183,30,9,3
truffle-mayo-calve,Truffle Mayo Calvé,100 g,100,541,0.7,3.8,59
pickled-gherkins-berrak,Pickled gherkins Berrak,100 g,100,12,0.6,2,0.1
cok-tahilli-ekmek,Çok tahıllı ekmek,100 g,100,373,10.8,63.6,5.4
marinuoti-agurkai,Marinuoti agurkai,100 g,100,49,0.7,10,0.6
manda-yogurdu-harras,Manda yoğurdu Harras,100 g,100,97,5,8.5,4.5
keltainen-kikherne-gulcan,Keltainen kikherne Gulcan,100 g,100,392,20,56.1,7
mayonnaise-benedicta,Mayonnaise Benedicta,100 g,100,653,1.2,2.1,71
kars-kasar-peyniri,Kars kaşar peyniri,100 g,100,377,27.6,0.5,29.4
zeytinyagli-ton-baligi,Zeyti̇nyağli ton baliği,100 g,100,212,24,0.1,12
eti-karam-antep-fistikli-cilekli,Eti karam antep fıstıklı çilekli,100 g,100,531,8.9,43,35
exotic-sikma-portakal-nar-suyu,Exotic sıkma portakal nar suyu,100 g,100,47,0.6,10.5,0.2
aktif-probiyotik-cilekli-kefir-sek,Aktif probiyotik çilekli kefir Sek,100 g,100,63,2.7,9.6,1.5
gun-arasi,Gün arası,100 g,100,338,6,49.9,12.7
suzme-peynir-ekici,Süzme peynir Ekici,100 g,100,216,12,4.1,17
manti-manti-ye,Manti Manti-ye,100 g,100,245,9.4,53,1.4
cig-badem,Çiğ badem,100 g,100,649,17.3,23.2,56
yesil-zeytin-cem,Yeşil zeytin Cem,100 g,100,110,0.7,0.5,11
kruvasan-7-days,Kruvasan 7 days,100 g,100,455,5.7,43,19
grissuno,Grissuno,100 g,100,430,13.7,71,12
tatli-kirmizi-biber-diyar-baharat,Tatlı Kırmızı Biber Diyar Baharat,100 g,100,218,14.6,8.5,14
sek-laktozsuz-yogurt,Sek laktozsuz yoğurt,100 g,100,48,4,4.7,1.5
laktozsuz-sut-aynes,Laktozsuz süt Aynes,100 g,100,44,2.9,4.7,1.5
yarim-yagli-30-daha-az-tuzlu-suzme-peynir-pinar,Yarım Yağlı %30 Daha Az Tuzlu Süzme Peynir Pınar,100 g,100,159,12,5.3,10
dried-figs-ciloglu,Dried Figs Ciloglu,100 g,100,284,3.5,60.5,0.6
tam-bugdayli-unlu-koy-ekmegi-nimet,tam buğdaylı unlu köy ekmeği Nimet,100 g,100,198,9.7,49.2,1.2
biber-domates-karisik-salca-tukas,Biber & Domates Karışık Salça Tukaş,100 g,100,122,4,19,0.3
icim-organik-sut,İçim Organik Süt,100 g,100,58,3,4.7,3
sek-kasar-peyniri,SEK Kaşar Peyniri,100 g,100,331,25,1.7,25
kuru-patlican-ve-biber-dolma,Kuru patlıcan ve biber dolma,100 g,100,193,3,20,11
bamies,Bamies,100 g,100,53,3,8,1
xroll-petit-beurre,Xroll petit beurre,100 g,100,427,7,78,9.7
dare,Dare,100 g,100,488,5.8,59,27
laviva-selection-bitter,Laviva selection bitter,100 g,100,513,7.3,57.8,28.9
namet,NAMET,100 g,100,93,13,8,1
maximus,Maximus,100 g,100,497,7.6,60,25
wapps,Wapps,100 g,100,473,6.4,53,25
haribo-altin-ayicik,Haribo altın ayıcık,100 g,100,330,7.1,75.2,0.1
canga-cookie,Canga cookie,100 g,100,483,5.2,62,25
surulebilir-lor-peyniri,Sürülebilir lor peyniri,100 g,100,691,12,2.5,12
borek-rolls-wih-cheese,Borek rolls wih cheese,100 g,100,247,8,28,11
bosnak-boregi,Boşnak böreği,100 g,100,235,8.6,41,10
lemon-cheesecake-tartlets-mcvities,Lemon cheesecake tartlets Mcvities,100 g,100,490,6,60,24
keskinoglu-mexico-shots,Keskinoğlu mexico shots,100 g,100,208,14,16.5,9.6
popkek-eti,Popkek Eti,100 g,100,423,5,55,22
tonla,Tonla,100 g,100,190,22.5,0.8,9.3
chicken-breast-lezita,Chicken breast Lezita,100 g,100,442,21,0.8,2.1
soslu-hindi-sote,Soslu hindi sote,100 g,100,508,16,2,5
minimix,Minimix,100 g,100,300,1.5,12.8,1.5
milk-sutas,Milk Sütaş,100 g,100,185,3,4.7,1.5
bezelye,Bezelye,100 g,100,59,6,11,0.4
superfresh,Superfresh,100 g,100,144,2.5,15,2
tortilla-aly-aly,Tortilla - Aly - Aly,100 g,100,258,8,5.3,4.1
chocolat-kumquats-madame-cheri,Chocolat Kumquats Madame Chéri,100 g,100,348,7.2,50.4,30.4
lor-peyniri-altinkilic,Lor peyniri Altınkılıç,100 g,100,173,16.9,2.7,3.6
activia-dogal-probiyotik-sade,Activia doğal probiyotik sade,100 g,100,260,3.7,4,3.5
sheep-yogurt-rotas,Sheep yogurt Rotas,100 g,100,83,4,7,7
biscolata-mood-caramel-macchiato,Biscolata Mood caramel macchiato,100 g,100,506,5.3,55.5,28.3
tambol-findikli-sutlu-cikolata,Tambol fındıklı sütlü çikolata,100 g,100,588,11.2,39.4,42.6
crax-eti,Crax Eti,100 g,100,433,7,68,13
korili-noodle,Körili noodle,100 g,100,450,9,55.3,20.9
tarhana-corbasi-hayma-ana,Tarhana çorbası Hayma ana,100 g,100,60,2.3,5,3.3
musli-kelly-s-fitness-club,müsli kelly's fitness club,100 g,100,349,8.9,60.6,5.6
kizilcahamam-bazlama-ekmek-dunyasi,Kızılcahamam Bazlama Ekmek Dünyası,100 g,100,273,10.7,52.6,2.3
cekme-helva-ciloglu,Çekme Helva Ciloglu,100 g,100,458,5.7,75,17
suda-kaykisiz-fide,Suda Kaykisiz Fide,100 g,100,95,21.7,0.8,0.4
cevizli-yaz-helvasi-koska,Cevizli Yaz Helvası Koska,100 g,100,522,7.5,57.4,29.6
durumu-lavas-nimet,Dürümü Lavaş Nimet,100 g,100,271,8.8,54,2.2
knoblauch-sauce-suntat,Knoblauch sauce SUNTAT,100 g,100,290,0.5,7,29
donmus-karides,Donmuş Karides,100 g,100,78,18.1,0,0.6
dana-kokteyl-sosis-torku,Dana Kokteyl Sosis Torku,100 g,100,205,10.3,5.7,15.7
ispanakli-borek-nimet,Ispanaklı börek Nimet,100 g,100,198,5.4,21.7,10
konserve-ton-baligi-dardanel,Konserve Ton Balığı Dardanel,100 g,100,193,23.5,0,10.8
sade-dovme-yasal-olarak-dondurma-diyemiyorlar-al,Sade Dövme (Yasal olarak Dondurma diyemiyorlar) Algida,100 g,100,153,2.5,22,5.7
granola-kelly-s,Granola Kelly's,100 g,100,460,10,62.5,17.4
b12-vitamin,B12 vitamin,100 g,100,100,0,0,0
boisson,Boisson,100 g,100,182,0,10.7,0
hashas-ezmesi-arabacioglu,Haşhaş ezmesi Arabacıoğlu,100 g,100,487,17,6.5,37.6
alpella-sut-180-cikolatali,Alpella süt 180 çikolatalı,100 g,100,80,2.9,12.5,2
chicken-shawarma-lezita,Chicken shawarma Lezita,100 g,100,204,21.6,2.3,12
milfoy-hamuru,Milföy hamuru,100 g,100,328,6.5,35,18
jalapeno,Jalapeno,100 g,100,5,0,5.3,0
roasted-almonds-peyman,Roasted almonds Peyman,100 g,100,594,27.3,18,48.6
ac-bitir-pinar,Aç Bitir Pınar,100 g,100,185,12,5,13
kefirix-altinkilic,Kefirix Altınkılıç,100 g,100,79,2.7,10.3,3
papita-strawberry-donut,Papita strawberry Donut,100 g,100,180,1.7,25,8.1
chia-tohumu-yayla-gurme,Chia tohumu Yayla gurme,100 g,100,446,23.2,1.6,31.4
dolce-portakal-cubuk-buono,Dolce portakal cubuk Buono,100 g,100,414,3.9,65,14.4
ket-kut,KET KUT,100 g,100,512,4.1,47,29.6
fineikli-lokum-berme,Fineikli lokum Berme,100 g,100,387,2,79,7.7
melange-sec-grilles-can-besler,Mélange sec grilles Can besler,100 g,100,491,18,45,25
chicken-dippers-roosters,Chicken dippers Roosters,100 g,100,230,15,16,11
selection-du-moment-fruit,Sélection du moment fruit,100 g,100,37,0.7,7,0.5
dost-gurme-yaban-mersinli-yogurt,Dost gurme yaban mersinli yogurt,100 g,100,129,2.9,17,5.5
sarelle,Sarelle,100 g,100,571,8.3,54,35
marshmallows,Marshmallows,100 g,100,345,4.5,81.5,0
sutlu-cikolatali-cilek-draje-patiswiss,Sütlü Çikolatalı Çilek Draje Patiswiss,100 g,100,432,6.4,53.3,25
savane-max-de-sensations-brossard,Savane max de sensations Brossard,100 g,100,429,5.6,54,20
karam-bitter-cikolata-eti,Karam bitter çikolata Eti,100 g,100,510,1.4,64.3,18.6
meyveli-yogurt-birsah,Meyveli yogurt Birşah,100 g,100,79,3.4,13.6,1.5
siyah-zeytin-ezmesi,Siyah zeytin ezmesi,100 g,100,281,3.1,4.4,28
detoks-kefir,Detoks kefir,100 g,100,52,2.7,5,2.3
tuzlu-kavrulmus-badem,Tuzlu kavrulmuş badem,100 g,100,552,21.2,6.8,48.9
karisik-pizza-pinat,Karışık pizza Pinat,100 g,100,199,1.5,25,7
favorimo-sade-kek,Favorimo sade kek,100 g,100,408,5.9,57.4,16.6
salata-hazir-aci-miks-yayla,Salata hazır acı miks Yayla,100 g,100,163,5.7,12,6.1
dilimli-tost-peyniri,Dilimli tost peyniri,100 g,100,307,22,3,23
cig-karisik-kuruyemis-pasa,Çiğ karışık kuruyemiş Paşa,100 g,100,516,15,23.5,37
lactose-free-milk-sek,Lactose-free milk Sek,100 g,100,44,3,4.7,1.5
acili-fistik,Acılı fıstık,100 g,100,570,25,24,44
tek-porsiyonluk-granola,Tek porsiyonluk granola,100 g,100,450,11,51,21
kanky-ulker,Kanky Ülker,100 g,100,538,9,54,31
kirmizi-biber-cesnili-patates-cipsi-acili,Kırmızı biber çeşnili patates cipsi acılı,100 g,100,511,7.7,54.7,30
sade-patates-cipsi,Sade patates cipsi,100 g,100,494,4.4,59,27.4
pilic-kofte-chicken-meatball,Piliç köfte chicken meatball,100 g,100,217,12.5,12.8,12.8
ton,Ton,100 g,100,190,22.5,0.8,9.3
kakaolu-yer-fistikli-protein-bar-bonheur,Kakaolu yer fıstıklı protein bar Bonheur,100 g,100,376,22,45,10.1
balli-yer-fistigi-ezmesi,Ballı yer fıstığı ezmesi,100 g,100,560,20.7,29.7,38.7
tam-bi-citir,Tam bi çıtır,100 g,100,540,6.1,57.6,31.1
crema-di-mandorle-bianca-bio-la-finestra-sul-cie,Crema di mandorle bianca bio La Finestra sul Cielo,100 g,100,658,22,6.9,58
veggi-grill,Veggi grill,100 g,100,354,2.4,7.7,35
burcak-hashasli-biskuvi-eti,Burçak haşhaşlı bisküvi Eti,100 g,100,469,9,62,20
danone-mix-yogurt,Danone mix yoğurt,100 g,100,77,3.1,14.7,0.7
sari-hashas-ezmesi,Sarı haşhaş ezmesi,100 g,100,611,21.9,19,52.2
activia-shot,Activia shot,100 g,100,45,3.4,7.6,0.1
suzme-peynir-peynes,Süzme peynir Peynes,100 g,100,202,10.5,4,16
yer-fistigi-muz-protein-bar-zbarz,Yer fıstığı & muz protein bar Zbarz,100 g,100,511,20.6,36.6,29.7
yer-fistik-krokan-koska,Yer fıstık krokan Koska,100 g,100,554,15.5,33,37.4
hurmali-mamul,Hurmalı mamül,100 g,100,447,6.2,58.2,21.2
bidolu,Bidolu,100 g,100,524,8.2,53,30
cay-keyfi,Çay keyfi,100 g,100,451,6.7,64,18
tam-bugday-sandvic-ekmegi,Tam buğday sandviç ekmeği,100 g,100,241,9.5,43.8,2.7
tam-bugday-spagetti,Tam buğday spagetti,100 g,100,320,12,68,1.8
pizza-tost-superfresh,Pizza tost Superfresh,100 g,100,277,9.3,39,13.8
sutlu-cikolatali-gofret,Sütlü çikolatalı gofret,100 g,100,516,4.6,63.5,27.1
sade-kefir,Sade kefir,100 g,100,48,2.7,3.2,2.7
yengec-aromali-surimi,Yengeç aromalı surimi,100 g,100,127,7.8,18,3.1
dev-yer-fistikli,Dev yer fıstıklı,100 g,100,528,1.8,59,28
cevizli-sucuk,Cevizli sucuk,100 g,100,379,3.1,71,9.2
petito,Petito,100 g,100,552,8,52,34
hamburger-kofte,Hamburger köfte,100 g,100,220,18,1.4,17
balli-hardalli-cips,Ballı hardallı cips,100 g,100,502,5,65.5,26
yulaf-ezmesi-ince-ogutulmus,Yulaf ezmesi (i̇nce öğütülmüş),100 g,100,380,16.8,55,8
tandir-lavas,Tandır lavaş,100 g,100,338,9.1,55.5,8.5
turkish-delight-devtat,Turkish delight Devtat,100 g,100,437,3,84,15
suzeme-peynir-tek-sut,Süzeme peynir Tek süt,100 g,100,146,12.2,2.9,9.5
lokmalik-kakaolu-ulker-dankek,Lokmalik kakaolu Ülker Dankek,100 g,100,419,6.2,51,21
off-8690504634409,Суп,100 g,100,19,0.5,4.1,0.5
hazir-turk-kahvesi-alltincezve,Hazir Türk Kahvesi Alltincezve,100 g,100,46,0.8,6.8,0.8
kinoali-yayla,Kinoali Yayla,100 g,100,57,2.6,7.8,1.7
hot-ajvar-tinas,Hot Ajvar Tinas,100 g,100,70,1,7,2.5
dudi-cikolata-kaymak-kornet-dondurma-bugido,Dudi Çikolata Kaymak Kornet Dondurma Bugido,100 g,100,196,3.9,26,8.3
teigblatter,Teigblätter,100 g,100,260,9.3,55,1.2
off-8690504659334,بوشار,100 g,100,368,9.1,72,2.1
balik-kraker-eti,Balik Kraker Eti,100 g,100,484,6.5,63,0
off-8697426454191,لبن سفن يوروك سوت,100 g,100,292,2.5,5.8,5
otto-nuts,Otto nuts,100 g,100,552,21,7,49
kahve-toplari,Kahve Topları,100 g,100,292,4.2,55,2.5
basmati-pirinc-lezzet-i-efsane,basmati pirinç lezzet-i efsane,100 g,100,365,7.1,80,0.7
dare-eti,Dare ETI,100 g,100,522,7.7,54,30
classic-chocolate-slate,Classic chocolate Slate,100 g,100,31,6.2,1.2,0.3
liaflif-puffed-granola,Liaflif puffed granola,100 g,100,447,11,51,20
sushida-philadelphia-roll,Sushida philadelphia roll,100 g,100,149,6.4,21,3.9
organik-tam-bugday-ekmegi-istanbul-halk-ekmek,Organik Tam Buğday Ekmeği İstanbul Halk Ekmek,100 g,100,224,8.8,39.6,1.8
eker-yogurt,Eker yoğurt,100 g,100,54,4,6.2,1.5
cifte-kavrulmus-leblebi-peyman,Çifte kavrulmuş leblebi Peyman,100 g,100,377,24,63,6.9
sarimsakli-mayonez,Sarımsaklı mayonez,100 g,100,314,1.4,5.3,31.8
cekirdeksiz-kuru-erik,Çekirdeksiz kuru erik,100 g,100,225,1.9,60.5,0.1
red-velvet-kek,Red velvet kek,100 g,100,469,3.9,52.3,27
tadim-sultaniye-kuru-uzum,Tadım Sultaniye Kuru Üzüm,100 g,100,331,2.7,78,0.5
pilic-nugget,Piliç nugget,100 g,100,270,10,24.3,14.5
zuber-lokma-orman-meyveli-kakaolu-fistik-ezmeli-,Züber Lokma Orman Meyveli Kakaolu Fıstık Ezmeli Meyve Topu,100 g,100,356,7.1,59,6.7
naturali-san-pellegrino,Naturali San Pellegrino,100 g,100,38,0.1,8.9,0
susamli-ve-corek-otlu-kraker-ulker,Susamli ve çorek otlu kraker Ulker,100 g,100,469,8.4,59,22
zeytin-ezmesi-marmara-birlik,Zeytin Ezmesi Marmara Birlik,100 g,100,320,3,34,19.7
dimes-sourcherry,Dimes sourcherry,100 g,100,47,0,11.8,0
domates-corbasi-ustasindan,Domates Corbasi Ustasindan,100 g,100,24,0.5,4.8,0.1
lay-s-firindan,Lay's Fırından,100 g,100,449,4.8,66.9,17.3
labne-bahcivan,Labne Bahçıvan,100 g,100,198,6,3,18
freeze-dried-strawberry-dragee,Freeze dried strawberry dragee,100 g,100,515,6.4,53.3,30.3
cokomilk-ulker,Çokomilk Ülker,100 g,100,110,0.1,16,4.5
kayisi-nektari-cappy,kayisi nektari Cappy,100 g,100,52,0,12.7,0
limonata-cappy,Limonata Cappy,100 g,100,55,0,13.2,0
ice-tea-lipton,Ice tea Lipton,100 g,100,12,0,4.6,0
ice-tea-mangue-passion-lipton,Ice tea mangue passion Lipton,100 g,100,25,0,6.2,0
tahinier,Tahinier,100 g,100,676,20.3,3.5,62.2
sicak-cikolatali-icecek-tozu,Sıcak çikolatalı İçecek Tozu,100 g,100,406,7.3,73.9,7.7
bitter-cikolatali-gofret-ulker,Bitter Cikolatali Gofret Ülker,100 g,100,531,6.1,56,30
bal-badem-karamel-kaymak-carte-d-or,Bal badem karamel kaymak Carte d'or,100 g,100,180,3.1,24,7.7
extra-virgin-olive-oil,Extra virgin olive oil,100 g,100,819,0,0,91
tahin-helvat,Tahin helvat,100 g,100,531,12,51,31
makarnali-ton-dardanel,Makarnalı Ton Dardanel,100 g,100,211,11,15.6,11.3
seafood-salad,Seafood salad,100 g,100,240,7,11,19
poelee-a-la-parisienne-leclerc-marque-repere,Poêlée à la parisienne Leclerc Marque Repère,100 g,100,85,2.8,6.5,4.7
knacks-pur-porc-marque-repere,Knacks pur porc Marque Repère,100 g,100,246,11,2.5,22
farfalle-65-barilla,Farfalle #65 Barilla,100 g,100,359,12.5,71.2,2
flux,Flux,100 g,100,167,0,70,0
proteinli-icecek,Proteinli icecek,100 g,100,25,3,2.6,0.1
portakal-et-nar,Portakal et nar,100 g,100,47,0.6,10.5,0.2
bitter-cikolata-torku,Bitter cikolata Torku,100 g,100,542,8.2,53.9,34.1
crack-it-can-beslet,Crack it Can Beslet,100 g,100,491,29.6,40,25.8
classic-light-carte-dor,Classic Light Carte Dor,100 g,100,110,3.1,17,3.7
green-bean-stew-with-meat-homemade,Green Bean Stew with meat Homemade,100 g,100,59,3.6,3.6,3.6
misir,Mısır,100 g,100,477,9.1,67.3,19.7
yogurtlu-yarim-yagli-dondurma-danone,Yogurtlu yarim yagli dondurma Danone,100 g,100,153,3.7,22,5.6
cicek-bamya-sera,Çiçek Bamya Sera,100 g,100,22,2,4,0
100-fruit-cube,100% fruit cube,100 g,100,238,2.8,41,5
sek-quark,Sek Quark,100 g,100,90,4.5,12.5,2.4
salatalik-tursusu-galle,Salatalik tursusu Galle,100 g,100,23,1.6,3.9,0.1
r-sk-5-0-doritos,R!SK 5.0 Doritos,100 g,100,497,6.9,58,26
visneli-islak-kek-dankek,Visneli islak kek Dankek,100 g,100,389,4,55,17
mini-sutlu-rulo-pasta-alpella,Mini sutlu rulo pasta Alpella,100 g,100,379,3.5,52,17
loukoum,Loukoum,100 g,100,367,0.7,81.2,1.6
erpilick-wings,Erpilick Wings,100 g,100,198,20,1,12
clubwich,Clubwich,100 g,100,263,10.4,30,10.7
white-quinoa-yayla,White Quinoa Yayla,100 g,100,317,14.5,64.4,6.8
karisik,Karisik,100 g,100,54,0,13,0
iced-mocha,Iced Mocha,100 g,100,47,1.4,8.5,0.6
dardanelles-tuna,Dardanelles tuna,100 g,100,95,21.4,0.8,0.4
ekici-kasar-600,Ekici Kaşar 600,100 g,100,322,20,5,26.7
dogal-siyah-zeytin-oncu,Doğal Siyah Zeytin ONCU,100 g,100,370,1.7,5.7,32
sebzeli-et-cesnili-noodle-knorr,Sebzeli Et Çeşnili Noodle Knorr,100 g,100,452,11.1,64.4,16.5
hellim-peyniri-bahcivan,Hellim Peyniri Bahçıvan,100 g,100,319,22,1.6,25
sutas-kasar-600,Sütaş kaşar 600,100 g,100,325,24,1,25
beyaz-cikolata-nestle,Beyaz Çikolata Nestle,100 g,100,547,9.1,57,32
knorr-bouillon,KNORR BOUILLON,100 g,100,278,6.1,17.6,19
sutlu-tane-misir-tat,Sütlü Tane Mısır Tat,100 g,100,62,1.8,10.9,1.7
lifecode-mass-bar,Lifecode mass bar,100 g,100,207,15,22,6.5
lezita-ac-ye-pilic-fileto,Lezita Aç ye Piliç Fileto,100 g,100,118,20,0.2,4.2
mantarli-kuskuslu-tavuk-corbasi-knorr,Mantarlı Kuskuslu Tavuk Çorbası Knorr,100 g,100,348,16.6,62.2,3.2
siyez-bulgur-pilavi-yayla,Siyez Bulgur Pilavı Yayla,100 g,100,181,4.6,28.7,5.7
barbunya-pilaki-yayla,Barbunya Pilaki Yayla,100 g,100,150,5.8,13,7.6
mas-fasulyeli-bowl-tat,Maş Fasulyeli Bowl Tat,100 g,100,171,6.3,16,9.8
strawberry-jam,Strawberry jam,100 g,100,284,0,71,0
muska-boregi-oz-yul,Muska böregi Oz-yul,100 g,100,248,15.4,39.6,1.7
chunks-lait-tresor-de-chefs,Chunks lait Trésor de chefs,100 g,100,515,6.5,58.7,27
seftuli-aromali-soguk-cay-didi,şeftüli aromalı soğuk çay Didi,100 g,100,33,0,8.1,0
miel-cremeux-avec-gingembre-et-jus-de-citron-tre,Miel crémeux avec gingembre et jus de citron Trésors d’aille,100 g,100,320,0.3,79,0.2
sutas-ucgen-peynir-light,Sütaş üçgen peynir light,100 g,100,156,16,5,8
yaban-mersini-verita,Yaban mersini Verita,100 g,100,57,0.7,14.5,0.3
pop-cik-kahve-dunyasi,Pop çik Kahve dünyası,100 g,100,509,7,60.4,28.6
pratik-duru,Pratik Duru,100 g,100,207,7.7,21.7,9.1
pismaniye,Pismaniye,100 g,100,454,2.4,79,6.9
proteines-shoot-feed,Protéines shoot Feed,100 g,100,152,12,12,5.4
pate-a-tzrtiner-amande-frapella,Pate a tzrtiner amande Frapella,100 g,100,125,1.4,11.2,7.5
olive-oil-puff-dough,Olive oil puff dough,100 g,100,374,6.1,34,24
pasta-jolesi-dr-oetker,Pasta Jölesi Dr. Oetker,100 g,100,71,0,17.7,0
burn-berry,Burn Berry,100 g,100,47,0,11.4,0
kuru-incir-turkiye-tarim-kredi-kooperatifleri,Kuru İncir Türkiye Tarım Kredi Kooperatifleri,100 g,100,289,3.3,63,0.5
panettone-granducale,Panettone Granducale,100 g,100,370,6,56,13
superfresh-patates,Superfresh Patates,100 g,100,156,2,28,3.5
cake-fruits-ulker,Cake fruits Ülker,100 g,100,387,4.7,52,18
creme-hadelnuss,Creme hadelnuss,100 g,100,574,7.7,50.1,37.7
kadife-tatlisi,Kadife tatlısı,100 g,100,248,4.3,33.3,10.9
bite,Bite,100 g,100,397,15.7,57.9,11.2
citir-fileto,Çıtır fileto,100 g,100,202,15.2,15.5,8.8
yayla-pesto-soslu-makarna,Yayla pesto soslu makarna,100 g,100,212,4.1,25,10.1
premium-tortila-untad,Premium tortila Untad,100 g,100,286,11.6,47.4,6.3
nescafe-xpress,Nescafe xpress,100 g,100,52,1.5,8.1,1.3
vmax-pea-protein-hardline,Vmax pea protein Hardline,100 g,100,406,82,2.5,7.4
soslu-fistik-s,Soslu fıstık s,100 g,100,502,12,36,32
nesquik-duo,Nesquik duo,100 g,100,136,9.3,85.7,42.9
helva-mit-kakao-suntat,Helva mit kakao Suntat,100 g,100,542,16,50,3
chewing-gum-ananas-first,Chewing-gum ananas First,100 g,100,173,0.5,59,2.3
dana-janbon,Dana janbon,100 g,100,394,13,8,1
altinbasak-light-ciya-ve-hashasli,Altınbaşak light çiya ve haşhaşlı,100 g,100,180,11,63,12
granola-richland,Granola Richland,100 g,100,136,3,7.1,4.7
favola-eviza,Favola Eviza,100 g,100,448,5,30,11
bisey,Bisey,100 g,100,100,10,6,5
harras-hurma-topu,Harras hurma topu,100 g,100,349,6.3,60,13
topkek,Topkek,100 g,100,395,5.5,52,20
o-lala-bar-cake-koek-ulker,O'lala Bar Cake koek ÜLKER,100 g,100,435,6,53.5,22.5
jambon-cheddar-sandvic,Jambon cheddar sandviç,100 g,100,244,10.9,19.7,13.3
flamin-hot-lime,Flamin' hot lime,100 g,100,496,6.8,58,25
onigiri-somon-teriyaki,Onigiri somon teriyaki,100 g,100,144,4.7,17.8,5.9
pizza-kraker-eti,Pizza Kraker Eti,100 g,100,475,9.5,58,22
tavuk-doner-besler,Tavuk Döner Besler,100 g,100,152,22.6,0,6.8
trabzon-tereyagi-vakfikebir-yorem,Trabzon Tereyagi Vakfikebir Yörem,100 g,100,734,1,0.5,80.5
popping-candy-cola-hleks,Popping candy cola Hleks,100 g,100,394,0.3,96.8,0
mr-brown-coffee-drink,Mr.Brown coffee drink,100 g,100,50,1.5,9.1,0.8
pizza-king-ince-hamur-mix-superfresh-foods,Pizza King İnce Hamur Mix Superfresh Foods,100 g,100,215,10,32,5.5
soya-sos-carrefour,Soya Sos Carrefour,100 g,100,47,7.1,4.3,0
ince-kesim-patates-superfresh-foods,İnce Kesim Patates Superfresh Foods,100 g,100,156,2,28,3.5
portakal-receli-pol-s-gurme,Portakal Reçeli Pol's Gurme,100 g,100,295,0.6,70.8,0
kepekli-ekmek-uno,Kepekli Ekmek Uno,100 g,100,216,6,44.5,1.5
haslanmis-nohut-yayla,Haşlanmış Nohut Yayla,100 g,100,129,8,13.6,2.9
